Region,Country,City
Asia,thailand,Nakhon Pathom
Asia,thailand,Nakhon Ratchasima
Asia,thailand,Nakhon Sawan
Asia,thailand,Nakhon Si Thammarat
Asia,thailand,Nong Khai
Asia,thailand,Pattani
Asia,thailand,Pattaya
Asia,thailand,Phanat Nikhom
Asia,thailand,Phetchaburi
Asia,thailand,Phitsanulok
Asia,thailand,Phra Nakhon Si Ayutthaya
Asia,thailand,Phuket
Asia,thailand,Prachin Buri
Asia,thailand,Ranong
Asia,thailand,Ratchaburi
Asia,thailand,Rayong
Asia,thailand,Saraburi
Asia,thailand,Savannakhet
Asia,thailand,Songkhla
Asia,thailand,Surat Thani
Asia,thailand,Su-ngai Kolok
Asia,thailand,Thung Song
Asia,thailand,Trang
Asia,thailand,Ubon Ratchathani
Asia,thailand,Udon Thani
Asia,thailand,N/A
Asia,thailand,Yala
Africa,uganda,Arua
Africa,uganda,Entebbe
Africa,uganda,Fort Portal
Africa,uganda,Gulu
Africa,uganda,Iganga
Africa,uganda,Jinja
Africa,uganda,Kampala
Africa,uganda,Kasese
Africa,uganda,Kayanja
Africa,uganda,Koboko
Africa,uganda,Lira
Africa,uganda,Lugazi
Africa,uganda,Masaka
Africa,uganda,Matugga
Africa,uganda,Mbale
Africa,uganda,Mbarara
Africa,uganda,Mityana
Africa,uganda,Mubende
Africa,uganda,Opuyo
Asia,uzbekistan,Altiarik
Asia,uzbekistan,Andijan
Asia,uzbekistan,Asaka
Asia,uzbekistan,Beruniy
Asia,uzbekistan,Bukhara
Asia,uzbekistan,Buloqboshi
Asia,uzbekistan,Buramatut
Asia,uzbekistan,Chimyon
Asia,uzbekistan,Chirchiq
Asia,uzbekistan,Chortoq
Asia,uzbekistan,Chust
Asia,uzbekistan,Denov
Asia,uzbekistan,Fergana
Asia,uzbekistan,Gallaorol
Asia,uzbekistan,Gijduvan
Asia,uzbekistan,Gulistan
Asia,uzbekistan,Guzar
Asia,uzbekistan,Hazorasp
Asia,uzbekistan,Jarqurgon
Asia,uzbekistan,Jizzax
Asia,uzbekistan,Katta-Kurgan
Asia,uzbekistan,Khiva
Asia,uzbekistan,Khujayli
Asia,uzbekistan,Kokand
Asia,uzbekistan,Koson
Asia,uzbekistan,Kosonsoy
Asia,uzbekistan,Navoiy
Asia,uzbekistan,Nukus
Asia,uzbekistan,Pakhtaobod
Asia,uzbekistan,Payshanba
Asia,uzbekistan,Poytugh
Asia,uzbekistan,Qarshi
Asia,uzbekistan,Qorasuv
Asia,uzbekistan,Quva
Asia,uzbekistan,Rishtan
Asia,uzbekistan,Samarkand
Asia,uzbekistan,Shahrisabz
Asia,uzbekistan,Shahrixon
Asia,uzbekistan,Sherobod
Asia,uzbekistan,Sirdaryo
Asia,uzbekistan,Tashkent
Asia,uzbekistan,Termez
Asia,uzbekistan,Turakurgan
Asia,uzbekistan,Turtkul
Asia,uzbekistan,Uchkurgan
Asia,uzbekistan,Зангибай
Asia,uzbekistan,Urgench
Asia,uzbekistan,Urgut
Asia,uzbekistan,Uzun
Asia,uzbekistan,Xonqa
Asia,uzbekistan,Yangiiul
Asia,uzbekistan,Yangikurgan
Asia,uzbekistan,Yaypan
Asia,uzbekistan,Yozyovon
Africa,tunisia,Al Munastir
Africa,tunisia,Béja
Africa,tunisia,Ben Gardane
Africa,tunisia,Bizerte
Africa,tunisia,El Hamma
Africa,tunisia,El Kef
Africa,tunisia,Gabes
Africa,tunisia,Hammamet
Africa,tunisia,Hammam-Lif
Africa,tunisia,Jendouba
Africa,tunisia,Kairouan
Africa,tunisia,Kasserine
Africa,tunisia,Ksar Hellal
Africa,tunisia,Mahdia
Africa,tunisia,Manzil Bourguiba
Africa,tunisia,Medenine
Africa,tunisia,M'Saken
Africa,tunisia,Qafsa
Africa,tunisia,Sbeitla
Africa,tunisia,Sfax
Africa,tunisia,Sidi Bouzid
Africa,tunisia,Sousse
Africa,tunisia,Tataouine
Africa,tunisia,Tunis
Africa,western_sahara,Boujdour
Africa,western_sahara,Dakhla
Asia,turkmenistan,Ashgabat
Asia,turkmenistan,Balkanabat
Asia,turkmenistan,Dashoguz
Asia,turkmenistan,Garadaşaýak
Asia,turkmenistan,Gurbansoltan Eje
Asia,turkmenistan,Konye-Urgench
Asia,turkmenistan,Mary
Asia,turkmenistan,Serdar
Asia,turkmenistan,Turkmenabat
Asia,turkmenistan,Turkmenbashy
Latin America and the Caribbean,venezuela,Acarigua
Latin America and the Caribbean,venezuela,Altagracia de Orituco
Latin America and the Caribbean,venezuela,Anaco
Latin America and the Caribbean,venezuela,Barcelona
Latin America and the Caribbean,venezuela,Barinas
Latin America and the Caribbean,venezuela,Barquisimeto
Latin America and the Caribbean,venezuela,Biruaca
Latin America and the Caribbean,venezuela,Boconó
Latin America and the Caribbean,venezuela,Cabimas
Latin America and the Caribbean,venezuela,Cabudare
Latin America and the Caribbean,venezuela,Calabozo
Latin America and the Caribbean,venezuela,Caracas
Latin America and the Caribbean,venezuela,Carora
Latin America and the Caribbean,venezuela,Carúpano
Latin America and the Caribbean,venezuela,Catia La Mar
Latin America and the Caribbean,venezuela,Charallave
Latin America and the Caribbean,venezuela,Ciudad Bolívar
Latin America and the Caribbean,venezuela,Ciudad Bolivia
Latin America and the Caribbean,venezuela,Ciudad Guayana
Latin America and the Caribbean,venezuela,Ciudad Ojeda
Latin America and the Caribbean,venezuela,Coro
Latin America and the Caribbean,venezuela,Cúa
Latin America and the Caribbean,venezuela,Cumana
Latin America and the Caribbean,venezuela,El Tocuyo
Latin America and the Caribbean,venezuela,El Vigía
Latin America and the Caribbean,venezuela,Guanare
Latin America and the Caribbean,venezuela,Guarenas
Latin America and the Caribbean,venezuela,Güigüe
Latin America and the Caribbean,venezuela,La Concepción
Latin America and the Caribbean,venezuela,La Victoria
Latin America and the Caribbean,venezuela,Los Tanques
Latin America and the Caribbean,venezuela,Los Teques
Latin America and the Caribbean,venezuela,Machiques
Latin America and the Caribbean,venezuela,Maracaibo
Latin America and the Caribbean,venezuela,Maracay
Latin America and the Caribbean,venezuela,Mariara
Latin America and the Caribbean,venezuela,Marín
Latin America and the Caribbean,venezuela,Maturin
Latin America and the Caribbean,venezuela,Mérida
Latin America and the Caribbean,venezuela,Ocumare del Tuy
Latin America and the Caribbean,venezuela,Paya
Latin America and the Caribbean,venezuela,Porlamar
Latin America and the Caribbean,venezuela,Puerto Ayacucho
Latin America and the Caribbean,venezuela,Puerto Cabello
Latin America and the Caribbean,venezuela,Punta de Mata
Latin America and the Caribbean,venezuela,Punto Fijo
Latin America and the Caribbean,venezuela,Quíbor
Latin America and the Caribbean,venezuela,Rubio
Latin America and the Caribbean,venezuela,Sabana de Parra
Latin America and the Caribbean,venezuela,Santa Bárbara del Zulia
Latin America and the Caribbean,venezuela,Santa Cruz
Latin America and the Caribbean,venezuela,Santa Rita
Latin America and the Caribbean,venezuela,Santa Teresa del Tuy
Latin America and the Caribbean,venezuela,San Carlos
Latin America and the Caribbean,venezuela,San Cristóbal
Latin America and the Caribbean,venezuela,San Félix
Latin America and the Caribbean,venezuela,San Fernando de Apure
Latin America and the Caribbean,venezuela,San Juan de Colón
Latin America and the Caribbean,venezuela,San Juan de Los Morros
Latin America and the Caribbean,venezuela,San Mateo
Latin America and the Caribbean,venezuela,San Rafael del Mojan
Latin America and the Caribbean,venezuela,Socopó
Latin America and the Caribbean,venezuela,Tinaquillo
Latin America and the Caribbean,venezuela,Tucupita
Latin America and the Caribbean,venezuela,Upata
Latin America and the Caribbean,venezuela,Valencia
Latin America and the Caribbean,venezuela,Valera
Latin America and the Caribbean,venezuela,Valle de la Pascua
Latin America and the Caribbean,venezuela,Villa del Rosario
Latin America and the Caribbean,venezuela,Yaritagua
Latin America and the Caribbean,venezuela,Zaraza
Latin America and the Caribbean,venezuela,Zuata
Africa,zambia,Chililabombwe
Africa,zambia,Chingola
Africa,zambia,Chipata
Africa,zambia,Choma
Africa,zambia,Kabwe
Africa,zambia,Kafue
Africa,zambia,Kapiri Mposhi
Africa,zambia,Kasama
Africa,zambia,Kitwe
Africa,zambia,Livingstone
Africa,zambia,Luanshya
Africa,zambia,Lusaka
Africa,zambia,Mansa
Africa,zambia,Mazabuka
Africa,zambia,Mbala
Africa,zambia,Mongu
Africa,zambia,Monze
Africa,zambia,Mpulungu
Africa,zambia,Mufulira
Africa,zambia,Mumbwa
Africa,zambia,Nchelenge
Africa,zambia,Ndola
Africa,zambia,Solwezi
Africa,zambia,Tunduma
Africa,zambia,N/A
Asia,yemen,Aden
Asia,yemen,Al Juwaibiyat
Asia,yemen,Al Mansurah
Asia,yemen,Al Misrakh
Asia,yemen,Al Mutadarririn
Asia,yemen,Dhamar
Asia,yemen,Hodeidah
Asia,yemen,Ibb
Asia,yemen,Mukalla
Asia,yemen,Sana'a
Asia,yemen,Seiyun
Asia,yemen,Shihr
Asia,yemen,Tarim
Asia,yemen,Ta'izz
Africa,benin,Allada
Africa,benin,Banikoara
Africa,benin,Bohicon
Africa,benin,Cotonou
Africa,benin,Dassa-Zoumé
Africa,benin,Djougou
Africa,benin,Kandi
Africa,benin,Kétou
Africa,benin,Lokossa
Africa,benin,Malanville
Africa,benin,Natitingou
Africa,benin,Nikki
Africa,benin,Ouèssè
Africa,benin,Parakou
Africa,benin,Pobè
Africa,benin,Porto-Novo
Africa,benin,Savalou
Africa,benin,Tindji
Africa,benin,Whydah
Africa,zimbabwe,Bindura
Africa,zimbabwe,Bulawayo
Africa,zimbabwe,Chegutu
Africa,zimbabwe,Chinhoyi
Africa,zimbabwe,Chitungwiza
Africa,zimbabwe,Chizhanje
Africa,zimbabwe,Gweru
Africa,zimbabwe,Harare
Africa,zimbabwe,Kadoma
Africa,zimbabwe,Kwekwe
Africa,zimbabwe,Marondera
Africa,zimbabwe,Masvingo
Africa,zimbabwe,Mbizo
Africa,zimbabwe,Mutare
Africa,zimbabwe,Norton
Africa,zimbabwe,Ruwa
Asia,vietnam,Đại Nghĩa
Asia,vietnam,Đăk Mil
Asia,vietnam,An Chau
Asia,vietnam,An Khê
Asia,vietnam,Đà Nẵng
Asia,vietnam,Bắc Giang
Asia,vietnam,Bạc Liêu
Asia,vietnam,Bắc Ninh
Asia,vietnam,Bảo Lộc
Asia,vietnam,Ba Ria
Asia,vietnam,Ben Cat
Asia,vietnam,Buôn Ma Thuột
Asia,vietnam,Bút Sơn
Asia,vietnam,Cai Be
Asia,vietnam,Cai Lậy
Asia,vietnam,Cẩm Phả
Asia,vietnam,Cam Ranh
Asia,vietnam,Can Tho
Asia,vietnam,Cao Lanh
Asia,vietnam,Cây Xăng
Asia,vietnam,Ca Mau
Asia,vietnam,Chaudok City
Asia,vietnam,Chư Sê
Asia,vietnam,Củ Chi
Asia,vietnam,Dalat
Asia,vietnam,Dien Bien Phu
Asia,vietnam,Diễn Châu
Asia,vietnam,Dong Ha
Asia,vietnam,Do Luong
Asia,vietnam,Ea Kar
Asia,vietnam,Gia Kiệm
Asia,vietnam,Gia Rai
Asia,vietnam,Go Cong
Asia,vietnam,Haiphong
Asia,vietnam,Hải Dương
Asia,vietnam,Hanoi
Asia,vietnam,Ha Long
Asia,vietnam,Hà Tĩnh
Asia,vietnam,Hiệp Phước
Asia,vietnam,Hoàn Lão
Asia,vietnam,Hòa Bình
Asia,vietnam,Hoi An
Asia,vietnam,Hong Ngu
Asia,vietnam,Ho Chi Minh City
Asia,vietnam,Hue
Asia,vietnam,Hưng Yên
Asia,vietnam,Định Quán
Asia,vietnam,Đinh Văn
Asia,vietnam,Khoái Châu
Asia,vietnam,Kon Tum
Asia,vietnam,Lạng Sơn
Asia,vietnam,Lào Cai
Asia,vietnam,La Gi
Asia,vietnam,Liên Khương
Asia,vietnam,Long Khanh
Asia,vietnam,Long Xuyen
Asia,vietnam,Lưu Giáo
Asia,vietnam,Minh Tân
Asia,vietnam,Mong Cai
Asia,vietnam,My Tho
Asia,vietnam,Nam Định
Asia,vietnam,Ngai Giao
Asia,vietnam,Nga Sơn
Asia,vietnam,Nha Trang
Asia,vietnam,Ninh Bình
Asia,vietnam,Ninh Hòa
Asia,vietnam,Núi Sập
Asia,vietnam,Đông Hưng
Asia,vietnam,Đồng Xoài
Asia,vietnam,Phan Rang - Tháp Chàm
Asia,vietnam,Phan Rí Cửa
