recall,precision
1.0,0.07975082673229254
1.0,0.07975696046762036
1.0,0.07976309514652719
1.0,0.07976923076923077
1.0,0.07977536733594892
1.0,0.07978150484689953
1.0,0.07978764330230054
1.0,0.07979378270236996
1.0,0.07979992304732589
1.0,0.07980606433738649
1.0,0.07981220657276995
1.0,0.07981834975369458
1.0,0.07982449388037872
1.0,0.0798306389530408
1.0,0.0798367849718993
1.0,0.07984293193717278
1.0,0.07984907984907985
1.0,0.07985522870783922
1.0,0.07986137851366962
1.0,0.07986752926678989
1.0,0.07987368096741894
1.0,0.07987983361577569
1.0,0.0798859872120792
1.0,0.07989214175654853
1.0,0.07989829724940288
1.0,0.07990445369086145
1.0,0.07991061108114356
1.0,0.07991676942046856
1.0,0.07992292870905587
1.0,0.07992908894712501
1.0,0.07993525013489555
1.0,0.07994141227258711
1.0,0.0799475753604194
1.0,0.07995373939861218
1.0,0.0799599043873853
1.0,0.07996607032695867
1.0,0.07997223721755224
1.0,0.07997840505938608
1.0,0.07998457385268029
1.0,0.07999074359765504
1.0,0.07999691429453058
1.0,0.08000308594352723
1.0,0.08000925854486536
1.0,0.08001543209876544
1.0,0.08002160660544795
1.0,0.0800277820651335
1.0,0.08003395847804276
1.0,0.08004013584439641
1.0,0.08004631416441528
1.0,0.08005249343832022
1.0,0.08005867366633213
1.0,0.08006485484867203
1.0,0.08007103698556096
1.0,0.08007722007722008
1.0,0.08008340412387056
1.0,0.0800895891257337
1.0,0.08009577508303081
1.0,0.08010196199598331
1.0,0.08010814986481267
1.0,0.08011433868974042
1.0,0.08012052847098818
1.0,0.08012671920877762
1.0,0.0801329109033305
1.0,0.08013910355486863
1.0,0.08014529716361388
1.0,0.08015149172978822
1.0,0.08015768725361366
1.0,0.0801638837353123
1.0,0.0801700811751063
1.0,0.08017627957321788
1.0,0.08018247892986932
1.0,0.08018867924528301
1.0,0.08019488051968139
1.0,0.08020108275328693
1.0,0.08020728594632222
1.0,0.0802134900990099
1.0,0.08021969521157268
1.0,0.08022590128423333
1.0,0.0802321083172147
1.0,0.08023831631073972
1.0,0.08024452526503134
1.0,0.08025073518031264
1.0,0.08025694605680675
1.0,0.08026315789473684
1.0,0.08026937069432619
1.0,0.0802755844557981
1.0,0.08028179917937601
1.0,0.08028801486528336
1.0,0.08029423151374371
1.0,0.08030044912498065
1.0,0.08030666769921785
1.0,0.08031288723667906
1.0,0.0803191077375881
1.0,0.08032532920216887
1.0,0.08033155163064529
1.0,0.0803377750232414
1.0,0.0803439993801813
1.0,0.08035022470168914
1.0,0.08035645098798914
1.0,0.08036267823930564
1.0,0.08036890645586298
1.0,0.0803751356378856
1.0,0.08038136578559801
1.0,0.08038759689922481
1.0,0.08039382897899063
1.0,0.08040006202512018
1.0,0.08040629603783826
1.0,0.08041253101736973
1.0,0.08041876696393951
1.0,0.08042500387777261
1.0,0.08043124175909408
1.0,0.08043748060812907
1.0,0.08044372042510278
1.0,0.08044996121024049
1.0,0.08045620296376756
1.0,0.08046244568590938
1.0,0.08046868937689144
1.0,0.08047493403693931
1.0,0.08048117966627862
1.0,0.08048742626513505
1.0,0.08049367383373437
1.0,0.08049992237230244
1.0,0.08050617188106514
1.0,0.08051242236024844
1.0,0.08051867381007842
1.0,0.08052492623078118
1.0,0.0805311796225829
1.0,0.08053743398570985
1.0,0.08054368932038836
1.0,0.08054994562684481
1.0,0.08055620290530568
1.0,0.08056246115599751
1.0,0.08056872037914692
1.0,0.08057498057498058
1.0,0.08058124174372523
1.0,0.0805875038856077
1.0,0.0805937670008549
1.0,0.08060003108969377
1.0,0.08060629615235135
1.0,0.08061256218905473
1.0,0.08061882920003109
1.0,0.0806250971855077
1.0,0.08063136614571184
1.0,0.08063763608087092
1.0,0.08064390699121238
1.0,0.08065017887696375
1.0,0.08065645173835265
1.0,0.08066272557560672
1.0,0.08066900038895372
1.0,0.08067527617862144
1.0,0.08068155294483778
1.0,0.08068783068783068
1.0,0.08069410940782819
1.0,0.08070038910505836
1.0,0.0807066697797494
1.0,0.08071295143212952
1.0,0.08071923406242702
1.0,0.08072551767087031
1.0,0.08073180225768782
1.0,0.08073808782310807
1.0,0.08074437436735965
1.0,0.08075066189067123
1.0,0.08075695039327155
1.0,0.08076323987538941
1.0,0.08076953033725368
1.0,0.08077582177909332
1.0,0.08078211420113733
1.0,0.08078840760361483
1.0,0.08079470198675497
1.0,0.08080099735078697
1.0,0.08080729369594015
1.0,0.08081359102244388
1.0,0.08081988933052763
1.0,0.08082618862042089
1.0,0.08083248889235327
1.0,0.08083879014655442
1.0,0.08084509238325407
1.0,0.08085139560268205
1.0,0.08085769980506823
1.0,0.08086400499064254
1.0,0.08087031115963503
1.0,0.08087661831227577
1.0,0.08088292644879494
1.0,0.08088923556942278
1.0,0.08089554567438957
1.0,0.08090185676392574
1.0,0.08090816883826168
1.0,0.08091448189762797
1.0,0.08092079594225517
1.0,0.08092711097237397
1.0,0.0809334269882151
1.0,0.08093974399000936
1.0,0.08094606197798766
1.0,0.08095238095238096
1.0,0.08095870091342025
1.0,0.08096502186133667
1.0,0.08097134379636137
1.0,0.0809776667187256
1.0,0.08098399062866068
1.0,0.080990315526398
1.0,0.08099664141216903
1.0,0.08100296828620528
1.0,0.08100929614873838
1.0,0.081015625
1.0,0.0810219548402219
1.0,0.08102828566963588
1.0,0.08103461748847386
1.0,0.0810409502969678
1.0,0.08104728409534974
1.0,0.0810536188838518
1.0,0.08105995466270617
1.0,0.0810662914321451
1.0,0.08107262919240091
1.0,0.08107896794370602
1.0,0.0810853076862929
1.0,0.08109164842039412
1.0,0.08109799014624228
1.0,0.08110433286407008
1.0,0.08111067657411028
1.0,0.08111702127659574
1.0,0.08112336697175937
1.0,0.08112971365983414
1.0,0.08113606134105313
1.0,0.08114241001564945
1.0,0.08114875968385633
1.0,0.08115511034590703
1.0,0.0811614620020349
1.0,0.08116781465247339
1.0,0.08117416829745597
1.0,0.08118052293721623
1.0,0.08118687857198778
1.0,0.08119323520200439
1.0,0.0811995928274998
1.0,0.0812059514487079
1.0,0.08121231106586263
1.0,0.081218671679198
1.0,0.08122503328894808
1.0,0.08123139589534702
1.0,0.08123775949862906
1.0,0.08124412409902852
1.0,0.08125048969677975
1.0,0.08125685629211722
1.0,0.08126322388527545
1.0,0.08126959247648903
1.0,0.08127596206599264
1.0,0.081282332654021
1.0,0.08128870424080897
1.0,0.08129507682659141
1.0,0.08130145041160329
1.0,0.08130782499607966
1.0,0.08131420058025562
1.0,0.08132057716436637
1.0,0.08132695474864717
1.0,0.08133333333333333
1.0,0.08133971291866028
1.0,0.0813460935048635
1.0,0.08135247509217855
1.0,0.08135885768084104
1.0,0.0813652412710867
1.0,0.08137162586315129
1.0,0.08137801145727065
1.0,0.08138439805368074
1.0,0.08139078565261754
1.0,0.08139717425431711
1.0,0.08140356385901562
1.0,0.08140995446694929
1.0,0.0814163460783544
1.0,0.08142273869346733
1.0,0.08142913231252454
1.0,0.08143552693576253
1.0,0.0814419225634179
1.0,0.0814483191957273
1.0,0.0814547168329275
1.0,0.08146111547525531
1.0,0.0814675151229476
1.0,0.08147391577624136
1.0,0.08148031743537361
1.0,0.08148672010058149
1.0,0.08149312377210216
1.0,0.0814995284501729
1.0,0.08150593413503104
1.0,0.08151234082691401
1.0,0.08151874852605927
1.0,0.0815251572327044
1.0,0.08153156694708703
1.0,0.08153797766944489
1.0,0.08154438940001572
1.0,0.08155080213903744
1.0,0.08155721588674794
1.0,0.08156363064338525
1.0,0.08157004640918744
1.0,0.0815764631843927
1.0,0.08158288096923924
1.0,0.08158929976396538
1.0,0.08159571956880951
1.0,0.08160214038401008
1.0,0.08160856220980561
1.0,0.08161498504643476
1.0,0.08162140889413616
1.0,0.08162783375314861
1.0,0.08163425962371093
1.0,0.08164068650606204
1.0,0.08164711440044091
1.0,0.08165354330708662
1.0,0.08165997322623829
1.0,0.08166640415813514
1.0,0.08167283610301646
1.0,0.0816792690611216
1.0,0.08168570303269003
1.0,0.08169213801796124
1.0,0.08169857401717483
1.0,0.08170501103057044
1.0,0.08171144905838783
1.0,0.08171788810086683
1.0,0.0817243281582473
1.0,0.08173076923076923
1.0,0.08173721131867266
1.0,0.08174365442219769
1.0,0.08175009854158455
1.0,0.08175654367707348
1.0,0.08176298982890483
1.0,0.08176943699731903
1.0,0.08177588518255659
1.0,0.08178233438485805
1.0,0.08178878460446408
1.0,0.0817952358416154
1.0,0.08180168809655282
1.0,0.0818081413695172
1.0,0.0818145956607495
1.0,0.08182105097049076
1.0,0.08182750729898208
1.0,0.08183396464646464
1.0,0.0818404230131797
1.0,0.08184688239936859
1.0,0.08185334280527272
1.0,0.08185980423113356
1.0,0.08186626667719271
1.0,0.08187273014369177
1.0,0.08187919463087248
1.0,0.08188566013897662
1.0,0.08189212666824607
1.0,0.08189859421892276
1.0,0.08190506279124872
1.0,0.08191153238546603
1.0,0.08191800300181688
1.0,0.08192447464054353
1.0,0.08193094730188828
1.0,0.08193742098609355
1.0,0.08194389569340181
1.0,0.08195037142405563
1.0,0.08195684817829764
1.0,0.08196332595637053
1.0,0.08196980475851712
1.0,0.08197628458498024
1.0,0.08198276543600284
1.0,0.08198924731182795
1.0,0.08199573021269867
1.0,0.08200221413885814
1.0,0.08200869909054963
1.0,0.08201518506801644
1.0,0.08202167207150202
1.0,0.0820281601012498
1.0,0.08203464915750336
1.0,0.08204113924050632
1.0,0.08204763035050242
1.0,0.0820541224877354
1.0,0.08206061565244915
1.0,0.08206710984488762
1.0,0.08207360506529482
1.0,0.08208010131391483
1.0,0.08208659859099185
1.0,0.0820930968967701
1.0,0.08209959623149395
1.0,0.08210609659540775
1.0,0.08211259798875603
1.0,0.08211910041178334
1.0,0.0821256038647343
1.0,0.08213210834785363
1.0,0.08213861386138614
1.0,0.08214512040557669
1.0,0.0821516279806702
1.0,0.08215813658691175
1.0,0.08216464622454639
1.0,0.08217115689381933
1.0,0.08217766859497583
1.0,0.08218418132826122
1.0,0.0821906950939209
1.0,0.08219720989220038
1.0,0.08220372572334522
1.0,0.08221024258760108
1.0,0.08221676048521367
1.0,0.0822232794164288
1.0,0.08222979938149234
1.0,0.08223632038065028
1.0,0.08224284241414863
1.0,0.08224936548223351
1.0,0.0822558895851511
1.0,0.08226241472314771
1.0,0.08226894089646966
1.0,0.08227546810536338
1.0,0.08228199635007538
1.0,0.08228852563085225
1.0,0.08229505594794063
1.0,0.0823015873015873
1.0,0.08230811969203905
1.0,0.08231465311954278
1.0,0.08232118758434548
1.0,0.08232772308669419
1.0,0.08233425962683605
1.0,0.08234079720501826
1.0,0.08234733582148814
1.0,0.082353875476493
1.0,0.08236041617028036
1.0,0.0823669579030977
1.0,0.08237350067519263
1.0,0.08238004448681284
1.0,0.08238658933820608
1.0,0.08239313522962022
1.0,0.08239968216130314
1.0,0.08240623013350286
1.0,0.08241277914646745
1.0,0.08241932920044508
1.0,0.08242588029568397
1.0,0.08243243243243244
1.0,0.08243898561093886
1.0,0.08244553983145174
1.0,0.08245209509421961
1.0,0.0824586513994911
1.0,0.08246520874751491
1.0,0.08247176713853985
1.0,0.08247832657281476
1.0,0.08248488705058861
1.0,0.08249144857211041
1.0,0.08249801113762928
1.0,0.08250457474739438
1.0,0.082511139401655
1.0,0.08251770510066046
1.0,0.0825242718446602
1.0,0.0825308396339037
1.0,0.08253740846864056
1.0,0.08254397834912043
1.0,0.08255054927559306
1.0,0.08255712124830826
1.0,0.08256369426751592
1.0,0.08257026833346603
1.0,0.08257684344640866
1.0,0.08258341960659393
1.0,0.08258999681427207
1.0,0.08259657506969335
1.0,0.08260315437310817
1.0,0.08260973472476699
1.0,0.08261631612492033
1.0,0.08262289857381883
1.0,0.08262948207171315
1.0,0.08263606661885409
1.0,0.08264265221549251
1.0,0.08264923886187933
1.0,0.08265582655826559
1.0,0.08266241530490236
1.0,0.08266900510204081
1.0,0.08267559594993223
1.0,0.08268218784882794
1.0,0.08268878079897934
1.0,0.08269537480063796
1.0,0.08270196985405534
1.0,0.08270856595948317
1.0,0.08271516311717317
1.0,0.08272176132737716
1.0,0.08272836059034702
1.0,0.08273496090633477
1.0,0.08274156227559244
1.0,0.08274816469837216
1.0,0.08275476817492618
1.0,0.08276137270550678
1.0,0.08276797829036635
1.0,0.08277458492975734
1.0,0.08278119262393231
1.0,0.08278780137314386
1.0,0.08279441117764472
1.0,0.08280102203768765
1.0,0.08280763395352551
1.0,0.08281424692541127
1.0,0.08282086095359796
1.0,0.08282747603833866
1.0,0.08283409217988658
1.0,0.08284070937849497
1.0,0.0828473276344172
1.0,0.08285394694790668
1.0,0.08286056731921694
1.0,0.08286718874860156
1.0,0.08287381123631424
1.0,0.08288043478260869
1.0,0.08288705938773878
1.0,0.08289368505195843
1.0,0.08290031177552162
1.0,0.08290693955868245
1.0,0.08291356840169505
1.0,0.08292019830481369
1.0,0.08292682926829269
1.0,0.08293346129238643
1.0,0.08294009437734944
1.0,0.08294672852343625
1.0,0.08295336373090152
1.0,0.08296
1.0,0.08296663733098648
1.0,0.08297327572411586
1.0,0.08297991517964312
1.0,0.0829865556978233
1.0,0.08299319727891157
1.0,0.08299983992316312
1.0,0.08300648363083327
1.0,0.0830131284021774
1.0,0.08301977423745097
1.0,0.08302642113690953
1.0,0.08303306910080871
1.0,0.08303971812940422
1.0,0.08304636822295187
1.0,0.08305301938170752
1.0,0.08305967160592712
1.0,0.08306632489586671
1.0,0.08307297925178242
1.0,0.08307963467393047
1.0,0.0830862911625671
1.0,0.08309294871794871
1.0,0.08309960734033175
1.0,0.08310626702997276
1.0,0.08311292778712831
1.0,0.08311958961205515
1.0,0.08312625250501002
1.0,0.0831329164662498
1.0,0.08313958149603143
1.0,0.08314624759461194
1.0,0.08315291476224841
1.0,0.08315958299919808
1.0,0.08316625230571818
1.0,0.0831729226820661
1.0,0.08317959412849923
1.0,0.08318626664527515
1.0,0.08319294023265142
1.0,0.08319961489088575
1.0,0.08320629062023589
1.0,0.08321296742095972
1.0,0.08321964529331514
1.0,0.0832263242375602
1.0,0.08323300425395297
1.0,0.08323968534275164
1.0,0.08324636750421449
1.0,0.08325305073859987
1.0,0.0832597350461662
1.0,0.08326642042717199
1.0,0.08327310688187585
1.0,0.08327979441053646
1.0,0.08328648301341257
1.0,0.08329317269076306
1.0,0.08329986344284682
1.0,0.08330655526992288
1.0,0.08331324817225035
1.0,0.08331994215008838
1.0,0.08332663720369626
1.0,0.08333333333333333
1.0,0.08334003053925902
1.0,0.08334672882173284
1.0,0.08335342818101439
1.0,0.08336012861736335
1.0,0.08336683013103947
1.0,0.08337353272230262
1.0,0.08338023639141272
1.0,0.08338694113862978
1.0,0.08339364696421392
1.0,0.08340035386842529
1.0,0.08340706185152418
1.0,0.08341377091377092
1.0,0.08342048105542595
1.0,0.0834271922767498
1.0,0.08343390457800305
1.0,0.0834406179594464
1.0,0.08344733242134063
1.0,0.08345404796394656
1.0,0.08346076458752515
1.0,0.08346748229233741
1.0,0.08347420107864445
1.0,0.08348092094670745
1.0,0.0834876418967877
1.0,0.08349436392914654
1.0,0.08350108704404541
1.0,0.08350781124174585
1.0,0.08351453652250947
1.0,0.08352126288659793
1.0,0.08352799033427305
1.0,0.08353471886579668
1.0,0.08354144848143076
1.0,0.08354817918143732
1.0,0.08355491096607848
1.0,0.08356164383561644
1.0,0.08356837779031348
1.0,0.08357511283043198
1.0,0.08358184895623438
1.0,0.08358858616798323
1.0,0.08359532446594116
1.0,0.08360206385037085
1.0,0.08360880432153511
1.0,0.08361554587969683
1.0,0.08362228852511894
1.0,0.08362903225806452
1.0,0.08363577707879667
1.0,0.08364252298757864
1.0,0.08364926998467372
1.0,0.08365601807034527
1.0,0.0836627672448568
1.0,0.08366951750847185
1.0,0.08367626886145405
1.0,0.08368302130406714
1.0,0.08368977483657493
1.0,0.08369652945924132
1.0,0.08370328517233029
1.0,0.0837100419761059
1.0,0.08371679987083232
1.0,0.08372355885677378
1.0,0.0837303189341946
1.0,0.08373708010335917
1.0,0.08374384236453201
1.0,0.08375060571797771
1.0,0.08375737016396091
1.0,0.08376413570274636
1.0,0.08377090233459891
1.0,0.08377767005978348
1.0,0.08378443887856508
1.0,0.08379120879120878
1.0,0.0837979797979798
1.0,0.08380475189914337
0.9990356798457087,0.08373070395215389
0.9990356798457087,0.08373747171031361
0.9990356798457087,0.0837442405626061
0.9990356798457087,0.08375101050929669
0.9990356798457087,0.08375778155065082
0.9990356798457087,0.08376455368693403
0.9990356798457087,0.08377132691841191
0.9990356798457087,0.08377810124535015
0.9990356798457087,0.08378487666801455
0.9990356798457087,0.08379165318667098
0.9990356798457087,0.08379843080158537
0.9990356798457087,0.08380520951302378
0.9990356798457087,0.08381198932125232
0.9990356798457087,0.08381877022653722
0.9990356798457087,0.08382555222914476
0.9990356798457087,0.08383233532934131
0.9990356798457087,0.08383911952739338
0.9990356798457087,0.08384590482356749
0.9990356798457087,0.08385269121813031
0.9990356798457087,0.08385947871134855
0.9990356798457087,0.08386626730348903
0.9990356798457087,0.08387305699481866
0.9990356798457087,0.08387984778560441
0.9990356798457087,0.08388663967611336
0.9990356798457087,0.08389343266661269
0.9990356798457087,0.08390022675736962
0.9990356798457087,0.08390702194865149
0.9990356798457087,0.08391381824072575
0.9990356798457087,0.08392061563385986
0.9990356798457087,0.08392741412832146
0.9990356798457087,0.08393421372437819
0.9990356798457087,0.08394101442229784
0.9990356798457087,0.08394781622234827
0.9990356798457087,0.0839546191247974
0.9990356798457087,0.08396142312991328
0.9990356798457087,0.08396822823796402
0.9990356798457087,0.0839750344492178
0.9990356798457087,0.08398184176394292
0.9990356798457087,0.08398865018240778
0.9990356798457087,0.08399545970488081
0.9990356798457087,0.08400227033163059
0.9990356798457087,0.08400908206292572
0.9990356798457087,0.08401589489903495
0.9990356798457087,0.08402270884022708
0.9990356798457087,0.08402952388677103
0.9990356798457087,0.08403634003893576
0.9990356798457087,0.08404315729699034
0.9990356798457087,0.08404997566120397
0.9990356798457087,0.08405679513184584
0.9990356798457087,0.08406361570918533
0.9990356798457087,0.08407043739349185
0.9990356798457087,0.08407726018503489
0.9990356798457087,0.08408408408408409
0.9990356798457087,0.08409090909090909
0.9990356798457087,0.08409773520577969
0.9990356798457087,0.08410456242896575
0.9990356798457087,0.08411139076073719
0.9990356798457087,0.08411822020136409
0.9990356798457087,0.08412505075111652
0.9990356798457087,0.08413188241026474
0.9990356798457087,0.08413871517907902
0.9990356798457087,0.08414554905782975
0.9990356798457087,0.08415238404678743
0.9990356798457087,0.08415922014622258
0.9990356798457087,0.08416605735640588
0.9990356798457087,0.08417289567760806
0.9990356798457087,0.08417973511009995
0.9990356798457087,0.08418657565415244
0.9990356798457087,0.08419341731003657
0.9990356798457087,0.0842002600780234
0.9990356798457087,0.08420710395838413
0.9990356798457087,0.08421394895139002
0.9990356798457087,0.08422079505731242
0.9990356798457087,0.08422764227642277
0.9990356798457087,0.0842344906089926
0.9990356798457087,0.08424134005529355
0.9990356798457087,0.0842481906155973
0.9990356798457087,0.08425504229017566
0.9990356798457087,0.08426189507930053
0.9990356798457087,0.08426874898324385
0.9990356798457087,0.08427560400227772
0.9990356798457087,0.08428246013667426
0.9990356798457087,0.08428931738670573
0.9990356798457087,0.08429617575264442
0.9990356798457087,0.08430303523476279
0.9990356798457087,0.08430989583333333
0.9990356798457087,0.08431675754862863
0.9990356798457087,0.08432362038092138
0.9990356798457087,0.08433048433048433
0.9990356798457087,0.08433734939759036
0.9990356798457087,0.08434421558251241
0.9990356798457087,0.08435108288552354
0.9990356798457087,0.08435795130689683
0.9990356798457087,0.08436482084690554
0.9990356798457087,0.08437169150582295
0.9990356798457087,0.08437856328392246
0.9990356798457087,0.08438543618147756
0.9990356798457087,0.08439231019876181
0.9990356798457087,0.08439918533604888
0.9990356798457087,0.08440606159361251
0.9990356798457087,0.08441293897172655
0.9990356798457087,0.08441981747066493
0.9990356798457087,0.08442669709070165
0.9990356798457087,0.08443357783211083
0.9990356798457087,0.08444045969516668
0.9990356798457087,0.08444734268014346
0.9990356798457087,0.08445422678731557
0.9990356798457087,0.08446111201695744
0.9990356798457087,0.08446799836934366
0.9990356798457087,0.08447488584474885
0.9990356798457087,0.08448177444344777
0.9990356798457087,0.08448866416571522
0.9990356798457087,0.08449555501182611
0.9990356798457087,0.08450244698205546
0.9990356798457087,0.08450934007667836
0.9990356798457087,0.08451623429596998
0.9990356798457087,0.0845231296402056
0.9990356798457087,0.08453002610966058
0.9990356798457087,0.08453692370461037
0.9990356798457087,0.0845438224253305
0.9990356798457087,0.08455072227209663
0.9990356798457087,0.08455762324518445
0.9990356798457087,0.0845645253448698
0.9990356798457087,0.08457142857142858
0.9990356798457087,0.08457833292513675
0.9990356798457087,0.08458523840627041
0.9990356798457087,0.08459214501510574
0.9990356798457087,0.084599052751919
0.9990356798457087,0.08460596161698652
0.9990356798457087,0.08461287161058477
0.9990356798457087,0.08461978273299028
0.9990356798457087,0.08462669498447967
0.9990356798457087,0.08463360836532963
0.9990356798457087,0.084640522875817
0.9990356798457087,0.08464743851621864
0.9990356798457087,0.08465435528681158
0.9990356798457087,0.08466127318787285
0.9990356798457087,0.08466819221967964
0.9990356798457087,0.0846751123825092
0.9990356798457087,0.08468203367663887
0.9990356798457087,0.08468895610234611
0.9990356798457087,0.08469587965990844
0.9990356798457087,0.08470280434960346
0.9990356798457087,0.08470973017170891
0.9990356798457087,0.08471665712650257
0.9990356798457087,0.08472358521426235
0.9990356798457087,0.08473051443526622
0.9990356798457087,0.08473744478979224
0.9990356798457087,0.08474437627811861
0.9990356798457087,0.08475130890052356
0.9990356798457087,0.08475824265728545
0.9990356798457087,0.08476517754868271
0.9990356798457087,0.08477211357499387
0.9990356798457087,0.08477905073649754
0.9990356798457087,0.08478598903347247
0.9990356798457087,0.08479292846619742
0.9990356798457087,0.08479986903495129
0.9990356798457087,0.0848068107400131
0.9990356798457087,0.08481375358166189
0.9990356798457087,0.08482069756017685
0.9990356798457087,0.08482764267583723
0.9990356798457087,0.08483458892892237
0.9990356798457087,0.08484153631971174
0.9990356798457087,0.08484848484848485
0.9990356798457087,0.08485543451552134
0.9990356798457087,0.08486238532110092
0.9990356798457087,0.0848693372655034
0.9990356798457087,0.08487629034900869
0.9990356798457087,0.08488324457189676
0.9990356798457087,0.08489019993444773
0.9990356798457087,0.08489715643694173
0.9990356798457087,0.08490411407965907
0.9990356798457087,0.08491107286288009
0.9990356798457087,0.08491803278688524
0.9990356798457087,0.08492499385195508
0.9990356798457087,0.08493195605837023
0.9990356798457087,0.0849389194064114
0.9990356798457087,0.08494588389635946
0.9990356798457087,0.08495284952849529
0.9990356798457087,0.08495981630309989
0.9990356798457087,0.08496678422045435
0.9990356798457087,0.08497375328083989
0.9990356798457087,0.08498072348453778
0.9990356798457087,0.08498769483182937
0.9990356798457087,0.08499466732299614
0.9990356798457087,0.08500164095831966
0.9990356798457087,0.08500861573808156
0.9990356798457087,0.0850155916625636
0.9990356798457087,0.0850225687320476
0.9990356798457087,0.0850295469468155
0.9990356798457087,0.08503652630714931
0.9990356798457087,0.08504350681333114
0.9990356798457087,0.08505048846564321
0.9990356798457087,0.08505747126436781
0.9990356798457087,0.08506445520978734
0.9990356798457087,0.08507144030218426
0.9990356798457087,0.08507842654184118
0.9990356798457087,0.08508541392904073
0.9990356798457087,0.08509240246406571
0.9990356798457087,0.08509939214719894
0.9990356798457087,0.0851063829787234
0.9990356798457087,0.08511337495892211
0.9990356798457087,0.08512036808807821
0.9990356798457087,0.08512736236647493
0.9990356798457087,0.0851343577943956
0.9990356798457087,0.0851413543721236
0.9990356798457087,0.08514835209994247
0.9990356798457087,0.08515535097813579
0.9990356798457087,0.08516235100698726
0.9990356798457087,0.08516935218678066
0.9990356798457087,0.08517635451779988
0.9990356798457087,0.08518335800032889
0.9990356798457087,0.08519036263465175
0.9990356798457087,0.08519736842105263
0.9990356798457087,0.08520437535981577
0.9990356798457087,0.08521138345122553
0.9990356798457087,0.08521839269556634
0.9990356798457087,0.08522540309312274
0.9990356798457087,0.08523241464417936
0.9990356798457087,0.0852394273490209
0.9990356798457087,0.08524644120793219
0.9990356798457087,0.08525345622119816
0.9990356798457087,0.08526047238910378
0.9990356798457087,0.08526748971193415
0.9990356798457087,0.08527450818997448
0.9990356798457087,0.08528152782351005
0.9990356798457087,0.08528854861282621
0.9990356798457087,0.08529557055820847
0.9990356798457087,0.08530259365994236
0.9990356798457087,0.08530961791831357
0.9990356798457087,0.08531664333360783
0.9990356798457087,0.08532366990611102
0.9990356798457087,0.08533069763610905
0.9990356798457087,0.08533772652388798
0.9990356798457087,0.08534475656973392
0.9990356798457087,0.0853517877739331
0.9990356798457087,0.08535882013677186
0.9990356798457087,0.08536585365853659
0.9990356798457087,0.0853728883395138
0.9990356798457087,0.08537992417999012
0.9990356798457087,0.0853869611802522
0.9990356798457087,0.08539399934058688
0.9990356798457087,0.08540103866128101
0.9990356798457087,0.08540807914262159
0.9990356798457087,0.0854151207848957
0.9990356798457087,0.0854221635883905
0.9990356798457087,0.08542920755339325
0.9990356798457087,0.08543625268019132
0.9990356798457087,0.08544329896907217
0.9990356798457087,0.08545034642032333
0.9990356798457087,0.08545739503423246
0.9990356798457087,0.08546444481108728
0.9990356798457087,0.08547149575117564
